id,code,name,bassein,region,longitude,latitude,danger_level,level_mean,water_temp,date
21,14262,Р. Киши Алматы – г. Алматы,Балхаш-Алаколь,Алматинская область,76.99333333,43.19,low,194,8.7,2026-06-25 00:00:00
30,14276,Р. Батарейка – д/о «Просвещенец»,Балхаш-Алаколь,Алматинская область,77.04,43.1625,low,44,12,2026-06-25 00:00:00
29,14277,Р. Бутак– с. Бутак,Балхаш-Алаколь,Алматинская область,77.04583333,43.17916667,low,248.5,9.2,2026-06-25 00:00:00
28,14295,Р. Курты – база клх. им. Ленина (Ленинский мост),Балхаш-Алаколь,Алматинская область,76.31083333,43.68611111,low,210.5,22,2026-06-25 00:00:00
34,14324,Р. Узын Каргалы – п. Фабричный,Балхаш-Алаколь,Алматинская область,76.43305556,43.12333333,low,116,9.4,2026-06-25 00:00:00
33,14329,"Р. Иле, пр. Суминка - 6 км ниже истока",Балхаш-Алаколь,Алматинская область,75.45805556,45.01388889,low,386.5,23,2026-06-25 00:00:00
4,14332,Р. Иле. рук. Жидели – 16 км ниже истока,Балхаш-Алаколь,Алматинская область,75.3,45.16666667,danger,284.5,0,2026-06-25 00:00:00
6,14334,Р. Иле. Рукав Жидели пр. Ир - в 2.5 км от устья,Балхаш-Алаколь,Алматинская область,74.25,45.75,low,177,23,2026-06-25 00:00:00
219,14343,Р. Моинты – ж.д. ст. Киик,Балхаш-Алаколь,Карагандинская область,72.91444444,47.51611111,low,220,24,2026-06-25 00:00:00
218,14349,Р. Токырауын – а. Актогай,Балхаш-Алаколь,Карагандинская область,74.99888889,48.31611111,low,143,21,2026-06-25 00:00:00
141,14368,Р. Аягоз – с. Тарбагатай,Балхаш-Алаколь,Абайская область,81.26222222,47.80166667,no_data,70,1.8,2026-06-25 00:00:00
142,14369,Р. Аягоз – с. Аягоз,Балхаш-Алаколь,Абайская область,80.45027778,47.94388889,no_data,151,16,2026-06-25 00:00:00
184,14373,р.Аягоз - с.Копа,Балхаш-Алаколь,Абайская область,79.6,46.965,no_data,0,0,2026-01-23 00:00:00
62,14376,р.Теректы - с.Шатырбай,Балхаш-Алаколь,Жетысуская область,80.33388889,45.53055556,no_data,161,16.6,2026-06-25 00:00:00
46,14382,Р. Лепси – аул. Лепси,Балхаш-Алаколь,Жетысуская область,80.55583333,45.54361111,low,327,10.8,2026-06-25 00:00:00
47,14386,Р. Лепси –аул Толебаев,Балхаш-Алаколь,Жетысуская область,78.32916667,46.27944444,low,388,2.5,2026-06-25 00:00:00
45,14390,Р. Баскан – с. Екиаша,Балхаш-Алаколь,Жетысуская область,80.11416667,45.40444444,low,241,9.4,2026-06-25 00:00:00
43,14397,р.Аксу – ж.д.ст.Матай,Балхаш-Алаколь,Жетысуская область,78.71388889,45.88444444,low,-89.5,2.3,2026-06-25 00:00:00
44,14401,Р. Сарыкан – г. Сарканд,Балхаш-Алаколь,Жетысуская область,79.92944444,45.36944444,unfavorable,342.5,1,2026-06-25 00:00:00
42,14413,Р. Каратал – п. Акжар,Балхаш-Алаколь,Жетысуская область,77.20972222,46.01361111,low,406.5,2.5,2026-06-25 00:00:00
41,14414,Р. Каратал – г. Уштобе,Балхаш-Алаколь,Жетысуская область,77.96666667,45.22083333,low,44,18.8,2026-06-25 00:00:00
40,14419,Р. Караой – г. Текели,Балхаш-Алаколь,Жетысуская область,78.8,44.87,low,300,8.6,2026-06-25 00:00:00
39,14421,Р. Шыжын – г. Текели,Балхаш-Алаколь,Жетысуская область,78.80694444,44.86277778,low,285,11.4,2026-06-25 00:00:00
38,14426,Р. Текели – г. Текели,Балхаш-Алаколь,Жетысуская область,78.8,44.85,low,107,11,2026-06-25 00:00:00
37,14446,Р. Коксу – с. Коксу,Балхаш-Алаколь,Жетысуская область,78.92944444,44.67305556,low,334.5,9.6,2026-06-25 00:00:00
61,14448,р.Коксу -с.Мамбет,Балхаш-Алаколь,Жетысуская область,78.30138889,44.83805556,low,193.5,15,2026-06-25 00:00:00
36,14452,Р. Коктал – с.Аралтобе,Балхаш-Алаколь,Жетысуская область,79.1675,44.59472222,low,244,7.2,2026-06-25 00:00:00
35,14476,Р. Быжы – с.Карымсак,Балхаш-Алаколь,Жетысуская область,78.35861111,44.43611111,low,108,1.4,2026-06-25 00:00:00
51,14489,Р. Дос – с. Айнабулак,Балхаш-Алаколь,Жетысуская область,77.99138889,44.63416667,low,107.5,17,2026-06-25 00:00:00
162,14506,река Уржар – с. Казымбет,Иртыш,Абайская область,81.57083333,47.23666667,no_data,87,15.6,2026-06-25 00:00:00
52,14560,Р. Тентек – а.Сапак (Герасимовка),Балхаш-Алаколь,Жетысуская область,80.87805556,45.78416667,low,224,8,2026-06-25 00:00:00
48,14561,Р. Тентек –а.Тонкерис (уроч.),Балхаш-Алаколь,Жетысуская область,80.96805556,45.98361111,low,177,1.3,2026-06-25 00:00:00
56,14566,р. Шынжалы – п.Акжар,Балхаш-Алаколь,Жетысуская область,80.63833333,45.78916667,low,57,18,2026-06-25 00:00:00
55,14580,Р. Коктал – пдх. Плодоконсервный,Балхаш-Алаколь,Жетысуская область,78.35777778,45.05861111,low,74.5,14.6,2026-06-25 00:00:00
194,14902,Оз. Балкаш – с.Мынарал,Балхаш-Алаколь,Жамбылская область,73.68527778,45.41361111,low,163.5,24.2,2026-06-25 00:00:00
232,14903,Оз. Балкаш – ст. Сарышаган,Балхаш-Алаколь,Карагандинская область,73.62777778,46.12555556,no_data,187.5,0,2026-06-25 00:00:00
229,14904,Оз. Балкаш – г. Балхаш,Балхаш-Алаколь,Карагандинская область,74.95472222,46.80111111,no_data,158,0,2026-06-25 00:00:00
50,14912,Оз. Балкаш – п.Каракум (о. Алгазы),Балхаш-Алаколь,Жетысуская область,77.16083333,46.54027778,no_data,220,2.3,2026-06-25 00:00:00
23,14914,Оз.Улькен Алматы – на северном берегу озера,Балхаш-Алаколь,Алматинская область,76.98555556,43.05638889,low,-152.5,7,2026-06-25 00:00:00
58,14916,Оз. Уялы - с. Алаколь (Оз. Кошкарколь),Балхаш-Алаколь,Жетысуская область,81.28805556,46.35166667,no_data,65,1.7,2026-06-25 00:00:00
49,14917,Оз. Алаколь – а.Акши,Балхаш-Алаколь,Жетысуская область,81.56805556,45.95638889,no_data,892,2.2,2026-06-25 00:00:00
59,14920,Оз. Жаланашколь – ст. Жаланашколь,Балхаш-Алаколь,Жетысуская область,82.17166667,45.59055556,no_data,140,2.6,2026-06-25 00:00:00
8,14921,Вдхр. Капшагайское – г. Капшагай,Балхаш-Алаколь,Алматинская область,77.09777778,43.89,unfavorable,1061,23.6,2026-06-25 00:00:00
9,14922,Вдхр. Капшагайское – МС Карашокы,Балхаш-Алаколь,Алматинская область,77.85138889,43.84083333,unfavorable,1063,23,2026-06-25 00:00:00
186,15125,Р. Шу – с. Ташуткуль (Тасоткель),Шу-Талас,Жамбылская область,73.87472222,43.38861111,no_data,0,,2024-07-04 00:00:00
195,15132,Р. Шу – с. Белбасар,Шу-Талас,Жамбылская область,73.82444444,43.47138889,low,174,22,2026-06-25 00:00:00
187,15134,Р. Шу (Б. Арна) – с. Уланбель,Шу-Талас,Жамбылская область,71.14333333,44.82833333,low,152,26,2026-06-25 00:00:00
190,15223,Р. Курагаты – ж.д.ст. Аспара,Шу-Талас,Жамбылская область,73.60194444,43.37666667,low,83.5,0,2026-06-25 00:00:00
191,15233,Р. Мерке – зим. Улбутуй,Шу-Талас,Жамбылская область,73.22916667,42.76611111,low,156,0,2026-06-25 00:00:00
189,15235,Кан. ГЭС – зимовье Улбутуй,Шу-Талас,Жамбылская область,73.22944444,42.76555556,unfavorable,478,0,2026-06-25 00:00:00
188,15245,Р. Шу (М. Арна) – с. Уланбель,Шу-Талас,Жамбылская область,71.14138889,44.83166667,low,0,24,2026-06-25 00:00:00
192,15314,Р. Терис – с. Нурлыкент (с.Бурно-Октябрьское),Шу-Талас,Жамбылская область,70.82027778,42.67222222,low,205.5,18.4,2026-06-25 00:00:00
197,15324,Р.Шокпак – с. Журумбай (с.Зыковское),Шу-Талас,Жамбылская область,70.66861111,42.65138889,low,181.5,19.4,2026-06-25 00:00:00
201,15334,р.Асса - с.Кумсуат,Шу-Талас,Жамбылская область,70.84138889,43.06111111,low,195,23.4,2026-06-25 00:00:00
200,15342,р. Бериккара – у выхода из гор,Шу-Талас,Жамбылская область,70.63555556,42.91972222,low,96,15,2026-06-25 00:00:00
198,15347,Р. Тамды – г. Каратау (п. Тамды),Шу-Талас,Жамбылская область,70.43416667,43.18166667,low,90,0,2026-06-25 00:00:00
193,15396,Р. Талас – п. Солнечный,Шу-Талас,Жамбылская область,71.4675,42.85138889,low,320,22,2026-06-25 00:00:00
199,15961,Оз. Бийлюколь – зона отдыха,Шу-Талас,Жамбылская область,70.68861111,42.98805556,low,300,0,2026-06-25 00:00:00
306,16031,Р. Сырдарья – нижний бьеф Шардаринского вдхр.,Арало-Сырдарья,Туркестанская область,67.95416667,41.265,low,561,26,2026-06-25 00:00:00
326,16033,Р. Сырдарья – с. Байркум,Арало-Сырдарья,Туркестанская область,68.13916667,42.14166667,low,387,26.1,2026-06-25 00:00:00
264,16035,Р. Сырдарья – с. Коктюбе,Арало-Сырдарья,Кызылординская область,67.78694444,43.22277778,low,551,27.6,2026-06-25 00:00:00
265,16037,Р. Сырдарья –ж.д. ст. Томенарык,Арало-Сырдарья,Кызылординская область,67.02083333,44.01666667,low,419,26,2026-06-25 00:00:00
333,16038,р.Сырдария - выше Шардаринского вдхр,Арало-Сырдарья,Туркестанская область,68.51944444,41.03055556,low,780.5,25.5,2026-06-25 00:00:00
266,16039,Р. Сырдарья – рзд. Керкельмес,Арало-Сырдарья,Кызылординская область,65.90666667,44.62944444,low,334,28,2026-06-25 00:00:00
268,16042,Р. Сырдарья –ж.д. ст. Караозек,Арало-Сырдарья,Кызылординская область,65.26083333,44.98555556,low,446.5,27.6,2026-06-25 00:00:00
270,16044,Р. Сырдарья – пгт. Жосалы,Арало-Сырдарья,Кызылординская область,64.08722222,45.47555556,low,336,25.4,2026-06-25 00:00:00
272,16047,Р. Сырдарья – г. Казалы (Казалинск),Арало-Сырдарья,Кызылординская область,62.13916667,45.73833333,low,331,25,2026-06-25 00:00:00
269,16052,"Р. Сырдарья, протока Караозек – ж.д. ст. Караозек",Арало-Сырдарья,Кызылординская область,65.26666667,45.00027778,low,27.5,27.6,2026-06-25 00:00:00
271,16053,"Р. Сырдарья, протока Караозек – пгт. Жосалы",Арало-Сырдарья,Кызылординская область,64.09972222,45.47666667,low,339.5,25.4,2026-06-25 00:00:00
313,16307,Р.Келес – аул Казыгурт,Арало-Сырдарья,Туркестанская область,69.39972222,41.735,low,176,18.2,2026-06-25 00:00:00
314,16317,Р. Келес – устье,Арало-Сырдарья,Туркестанская область,68.62333333,41.01833333,low,254,21.1,2026-06-25 00:00:00
323,16319,Р. Арысь– аул Жаскешу,Арало-Сырдарья,Туркестанская область,70.16638889,42.55333333,low,273,16.4,2026-06-25 00:00:00
315,16326,Р. Арысь – ж.д. ст. Арысь,Арало-Сырдарья,Туркестанская область,68.84916667,42.44527778,low,251,24.6,2026-06-25 00:00:00
327,16327,Р. Арысь – с. Шаульдер,Арало-Сырдарья,Туркестанская область,68.35472222,42.78111111,low,276.5,21,2026-06-25 00:00:00
307,16328,Р. Жабаглысу – аул. Жабаглы,Арало-Сырдарья,Туркестанская область,70.51388889,42.46,low,241,5.1,2026-06-25 00:00:00
332,16331,р.Балыкты - с.Шарапкент,Арало-Сырдарья,Туркестанская область,70.10583333,42.58416667,low,176,14.8,2026-06-25 00:00:00
325,16340,Р. Машат – аул Кершетас,Арало-Сырдарья,Туркестанская область,69.9625,42.49833333,low,148,0,2026-06-25 00:00:00
316,16350,Р. Аксу – аул Саркырама,Арало-Сырдарья,Туркестанская область,69.99861111,42.35888889,low,149.5,9.7,2026-06-25 00:00:00
329,16353,р. Аксу – с. Колькент,Арало-Сырдарья,Туркестанская область,69.64638889,42.54833333,low,277.5,14.9,2026-06-25 00:00:00
196,16358,Р.Боролдай – с.Васильевка,Шу-Талас,Жамбылская область,70.27277778,42.76166667,low,0,0,2026-06-25 00:00:00
312,16363,Р. Боралдай – аул Боралдай,Арало-Сырдарья,Туркестанская область,69.63805556,42.77666667,low,138,17.9,2026-06-25 00:00:00
324,16374,Р. Бадам – с. Кызылжар,Арало-Сырдарья,Туркестанская область,69.49361111,42.33861111,low,200,17.8,2026-06-25 00:00:00
309,16375,Р. Бадам – с. Караспан,Арало-Сырдарья,Туркестанская область,69.0875,42.49166667,low,182.5,22.5,2026-06-25 00:00:00
317,16390,Р. Сайрам – аул Тасарык,Арало-Сырдарья,Туркестанская область,70.15277778,42.23388889,low,165,8.2,2026-06-25 00:00:00
308,16395,Р. Болдыбрек – у кордона Госзаповедника,Арало-Сырдарья,Туркестанская область,70.405,42.25583333,low,179,6.3,2026-06-25 00:00:00
310,16401,Р. Бугунь – аул Екпенды,Арало-Сырдарья,Туркестанская область,69.20277778,42.79583333,low,189,24.4,2026-06-25 00:00:00
318,16404,Р. Каттабугунь – аул Жарыкбас,Арало-Сырдарья,Туркестанская область,69.86333333,43.04833333,low,255,16.4,2026-06-25 00:00:00
328,16411,"Р. Шаян – в 3,3 км ниже устья р. Акбет",Арало-Сырдарья,Туркестанская область,69.56666667,43.15666667,low,86,18.6,2026-06-25 00:00:00
319,16414,Р. Аристанды – аул. Алгабас,Арало-Сырдарья,Туркестанская область,69.37638889,43.20472222,low,59,16,2026-06-25 00:00:00
311,16437,Р. Карашик – с. Хантаги,Арало-Сырдарья,Туркестанская область,68.56805556,43.52027778,low,188,19,2026-06-25 00:00:00
320,16474,Р. Ашилган – аул. Майдантал,Арало-Сырдарья,Туркестанская область,68.03416667,43.68,low,230,17.6,2026-06-25 00:00:00
330,16499,р. Шубарсу – с. Шубар,Арало-Сырдарья,Туркестанская область,69.35972222,42.58694444,low,300,20.6,2026-06-25 00:00:00
321,16557,Р. Кокбулак – с. Пистели,Арало-Сырдарья,Туркестанская область,70.20972222,42.65944444,low,216,13,2026-06-25 00:00:00
331,16620,Канал Достык – аул Шугыла,Арало-Сырдарья,Туркестанская область,68.60333333,40.64083333,no_data,553,26,2026-06-25 00:00:00
267,16659,Р. Сырдарья – п. г. т. Тасбугет,Арало-Сырдарья,Кызылординская область,65.53083333,44.76861111,low,222,28.4,2026-06-25 00:00:00
273,16676,Р. Сырдарья – с. Каратерень,Арало-Сырдарья,Кызылординская область,61.05277778,46.02444444,low,165,25.8,2026-06-25 00:00:00
322,16910,Вдхр. Шардаринское –г. Шардара,Арало-Сырдарья,Туркестанская область,67.9675,41.24777778,unfavorable,1913.5,27.2,2026-06-25 00:00:00
213,19010,Р. Мал. Узень – пос. Бостандыкский,Урало-Каспий,Западно-Казахстанская область,48.8725,49.625,low,440,23.8,2026-06-25 00:00:00
125,19012,р. Урал (пр. Яиик) – с. Еркен-Кала,Урало-Каспий,Атырауская область,51.81166667,47.01666667,low,134.5,24.5,2026-06-25 00:00:00
123,19013,Р. Эмба – п. Кульсары (п.Аккизтогай),Урало-Каспий,Атырауская область,54.36611111,47.10611111,low,133,21.2,2026-06-25 00:00:00
208,19022,Р. Бол. Узень – с. Жалпактал,Урало-Каспий,Западно-Казахстанская область,49.47361111,49.65833333,low,606,21.4,2026-06-25 00:00:00
205,19033,Р. Чижа 2-я – с. Чижа-2,Урало-Каспий,Западно-Казахстанская область,49.65,50.86527778,low,507,21.8,2026-06-25 00:00:00
204,19034,Р. Чижа 1-я – с. Чижа-1,Урало-Каспий,Западно-Казахстанская область,49.96,50.94166667,low,316,20,2026-06-25 00:00:00
209,19071,Р. Урал – г. Уральск,Урало-Каспий,Западно-Казахстанская область,51.37972222,51.17666667,low,143,23.2,2026-06-25 00:00:00
210,19072,Р. Урал – с. Кушум,Урало-Каспий,Западно-Казахстанская область,51.13583333,50.86472222,low,177.5,22.2,2026-06-25 00:00:00
212,19075,Р. Урал – с. Тайпак,Урало-Каспий,Западно-Казахстанская область,51.84722222,49.01916667,low,160.5,23.4,2026-06-25 00:00:00
116,19081,р.Илек-пос.Тамды,Урало-Каспий,Актюбинская область,57.34694444,49.81527778,low,159,22.6,2026-06-25 00:00:00
211,19083,Рук. Кушум (кан. Кушум) – с. Кушум,Урало-Каспий,Западно-Казахстанская область,51.13583333,50.86777778,low,645,23.4,2026-06-25 00:00:00
115,19084,р.Илек-с.Бестамак,Урало-Каспий,Актюбинская область,57.36055556,50.03805556,low,63,20.9,2026-06-25 00:00:00
110,19130,Р.Шийли – с. Кумсай,Урало-Каспий,Актюбинская область,58.51916667,49.48777778,low,190,21,2026-06-25 00:00:00
117,19134,р.Тамды-с.Бескоспа,Урало-Каспий,Актюбинская область,57.43527778,50.01222222,low,176,20.4,2026-06-25 00:00:00
98,19195,Р. Илек – г. Актобе,Урало-Каспий,Актюбинская область,57.22444444,50.30777778,low,121.5,21.1,2026-06-25 00:00:00
100,19205,Р. Карагала – с. Каргалинское,Урало-Каспий,Актюбинская область,57.30083333,50.31777778,low,48,20.6,2026-06-25 00:00:00
99,19208,Р. Кос истек – с. Косистек (с. Ленинское),Урало-Каспий,Актюбинская область,57.88333333,50.7275,low,151,20.6,2026-06-25 00:00:00
112,19211,р. Актасты – пос. Белогорский,Урало-Каспий,Актюбинская область,57.64666667,50.36583333,low,301,20.6,2026-06-25 00:00:00
102,19218,Р. Бол. Кобда – с. Кобда (с. Новоалексеевка),Урало-Каспий,Актюбинская область,55.69138889,50.15805556,low,320,23,2026-06-25 00:00:00
101,19220,Р. Карахобда – пос. Альпасай,Урало-Каспий,Актюбинская область,56.21861111,50.23388889,low,330,21.5,2026-06-25 00:00:00
214,19229,Р. Утва – с. Лубенка,Урало-Каспий,Западно-Казахстанская область,54.135,50.44805556,low,304.5,19.7,2026-06-25 00:00:00
202,19231,Р. Утва – с. Кентубек (с. Григорьевка),Урало-Каспий,Западно-Казахстанская область,52.94722222,51.06,low,318,18.6,2026-06-25 00:00:00
217,19240,Р.Деркул – п. Таскала (п.Каменка),Урало-Каспий,Западно-Казахстанская область,50.30805556,51.11027778,low,271,22.9,2026-06-25 00:00:00
203,19243,Р. Деркул – с. Белес (пос. Ростошский),Урало-Каспий,Западно-Казахстанская область,51.06722222,51.26972222,low,238,24.1,2026-06-25 00:00:00
206,19246,Р. Куперанкаты – с. Алгабас,Урало-Каспий,Западно-Казахстанская область,52.12361111,50.66111111,low,172,21.6,2026-06-25 00:00:00
216,19247,Р. Оленты – п. Жымпиты,Урало-Каспий,Западно-Казахстанская область,53.92833333,49.86916667,low,170,22.2,2026-06-25 00:00:00
207,19249,Р. Шидерты – с. Аралтобе (свх. Жамбейтинский),Урало-Каспий,Западно-Казахстанская область,52.65055556,50.50222222,low,249,22,2026-06-25 00:00:00
215,19257,Р.Рубежка – с.Рубежинское,Урало-Каспий,Западно-Казахстанская область,51.94583333,51.41777778,low,217,20,2026-06-25 00:00:00
113,19261,р.Уил-аул Алты-Карасу,Урало-Каспий,Актюбинская область,55.87222222,49.20111111,low,408,22.1,2026-06-25 00:00:00
114,19270,р.Кокпекты-с.Троицкое (Тассай),Урало-Каспий,Актюбинская область,58.00833333,50.44861111,low,95,20,2026-06-25 00:00:00
108,19289,Р. Эмба – с. Жагабулак,Урало-Каспий,Актюбинская область,57.56277778,48.55222222,low,107,21.4,2026-06-25 00:00:00
107,19300,Р. Эмба – пос. Сага,Урало-Каспий,Актюбинская область,57.43166667,48.48861111,low,178,20.6,2026-06-25 00:00:00
104,19301,Р. Темир – с.Сагашили,Урало-Каспий,Актюбинская область,57.06611111,49.33472222,low,788,22.2,2026-06-25 00:00:00
105,19302,Р. Темир – пос. Ленинский,Урало-Каспий,Актюбинская область,57.23,48.99222222,low,291,20.4,2026-06-25 00:00:00
106,19463,Р. Уил – пос. Уил,Урало-Каспий,Актюбинская область,54.68361111,49.06583333,low,612.5,22.5,2026-06-25 00:00:00
118,19801,Р. Урал – пос. Махамбет,Урало-Каспий,Атырауская область,51.59194444,47.66666667,low,406.5,24.8,2026-06-25 00:00:00
119,19802,Р. Урал – г. Атырау,Урало-Каспий,Атырауская область,51.9225,47.11666667,low,244,24.3,2026-06-25 00:00:00
124,19806,р. Урал (Золотой рукав) – п. Жанаталап,Урало-Каспий,Атырауская область,51.81972222,47.00694444,low,180,24,2026-06-25 00:00:00
126,19808,р. Урал – п. Индербор,Урало-Каспий,Атырауская область,51.74972222,48.56444444,low,299.5,24.8,2026-06-25 00:00:00
274,96009,Аральское море – берег Малого моря (п. Тастубек),Арало-Сырдарья,Кызылординская область,60.77666667,46.59138889,no_data,40.58,0,2026-06-25 00:00:00
275,96010,Малое Аральское море – верх. бьеф Кокаральской пло,Арало-Сырдарья,Кызылординская область,60.76333333,46.10888889,no_data,40.57,0,2026-06-25 00:00:00
121,97046,Каспийское море – Иголкинская банка,Урало-Каспий,Атырауская область,49.19083333,46.37111111,no_data,245,24.8,2026-06-25 00:00:00
120,97047,Каспийское море – п. Жамбай,Урало-Каспий,Атырауская область,50.79777778,47.01916667,no_data,0,0,2026-06-25 00:00:00
122,97048,Каспийское море – о. Пешной,Урало-Каспий,Атырауская область,51.65305556,46.90638889,no_data,-42,21.5,2026-06-25 00:00:00
282,97059,Каспийское море – о. Кулалы (остров),Урало-Каспий,Мангистауская область,50.00694444,44.98361111,no_data,-138,26.3,2026-06-25 00:00:00
281,97060,Каспийское море – г. Форт-Шевченко (морпорт Баутин,Урало-Каспий,Мангистауская область,50.24888889,44.54722222,no_data,-134.666666666667,23.8,2026-06-25 00:00:00
280,97061,Каспийское море – г. Актау (морпорт Актау),Урало-Каспий,Мангистауская область,51.21611111,43.60194444,no_data,-141.5,17.5,2026-06-25 00:00:00
277,97062,"Каспийское море – а. Исан* (Мыс Песчаный, мыс Маяк",Урало-Каспий,Мангистауская область,51.27,43.18861111,no_data,-157,19.6,2026-06-25 00:00:00
276,97063,Каспийское море – п. Фетисово *(база отдыха Кендир,Урало-Каспий,Мангистауская область,52.62111111,42.79361111,no_data,-113,20.3,2026-06-25 00:00:00
279,97064,Каспийское море – б/о Саура (местность пос. Саура),Урало-Каспий,Мангистауская область,50.80472222,44.22277778,no_data,-136,15.6,2026-06-25 00:00:00
278,97065,Каспийское море – п. Курык (с. Хазар),Урало-Каспий,Мангистауская область,51.66083333,43.17694444,no_data,-161,22.4,2026-06-25 00:00:00
86,2300632,оз. Зеренды – с. Зеренды,Есиль,Акмолинская область,69.1425,52.91555556,no_data,,,
293,2300336,Вдхр. Петропавловское- ( р. Есиль ) – г. Петропавл,Есиль,Северо-Казахстанская область,69.12944444,54.90722222,no_data,,,
57,14915,Оз. Сасыкколь – с. Сагат,Балхаш-Алаколь,Абайская область,80.77,46.69222222,no_data,,,
73,13901,Оз. Султанкельды – с. Каражар,Нура-Сарысу,Акмолинская область,69.54166667,50.47555556,no_data,,,
69,2300407,Вдхр. Астанинское - с. Арнасай (вдхр. Вячеславское,Есиль,Акмолинская область,72.11777778,50.99166667,no_data,,,
146,2300738,Вдхр. Буктырма– с. Аксуат (оз. Зайсан-Нор),Иртыш,Восточно-Казахстанская область,83.68583333,48.22138889,no_data,,,
71,2300624,Оз. Бурабай – с. Боровое,Есиль,Акмолинская область,70.30222222,53.0775,no_data,,,
147,2300746,Вдхр. Буктырма – п. Куйган,Иртыш,Восточно-Казахстанская область,83.48916667,48.67555556,no_data,,,
70,2300640,Оз. Улькен Шабакты-с. Боровое,Есиль,Акмолинская область,70.27777778,53.12694444,no_data,,,
90,11429,р. Аршалы - с. Буденовка,Есиль,Акмолинская область,69.63472222,52.1,no_data,,,
252,13007,Р. Сарытогай – п. Екідін (п. Екидын) (п. Сарыторга,Тобол-Торгай,Костанайская область,66.13777778,49.52055556,no_data,,,
145,2300711,Вдхр. Буктырма – п. Тугыл (оз. Зайсан-Нор),Иртыш,Восточно-Казахстанская область,84.20138889,47.74361111,no_data,,,
152,11900,Оз. Маркаколь – с. Уранкай,Иртыш,Восточно-Казахстанская область,86.02361111,48.79111111,no_data,,,
148,2300762,Вдхр. Буктырма– пос. Хайрузовка,Иртыш,Восточно-Казахстанская область,84.34472222,49.20138889,no_data,,,
149,2300770,Вдхр. Буктырма – с. Заводинка,Иртыш,Восточно-Казахстанская область,83.83166667,49.67277778,no_data,,,
92,11444,р. Терисаккан - с. Терисаккан,Есиль,Акмолинская область,67.21,51.26166667,no_data,,,
150,2300789,Вдхр. Буктырма – с. Селезневка (р.Ертис),Иртыш,Восточно-Казахстанская область,83.50222222,49.61166667,no_data,,,
68,2300616,Оз. Шортан – г. Щучинск,Есиль,Акмолинская область,70.19,53.00888889,no_data,,,
85,2300596,оз. Копа – г. Кокшетау,Есиль,Акмолинская область,69.38,53.30027778,no_data,,,